rx_id,npi,prescriber_name,product,trx,week_start,site_name,site_address_line1,site_address_line2,site_city,site_state,site_zip
RX00172,1000000020,"Priya E. Taylor, MD",ECZEMABIO,20,2026-01-05,MGB Dermatology Network - Beacon Hill,1 Charles St S,Ste 300,Boston,MA,02116
RX00173,1000000020,"Priya E. Taylor, MD",ECZEMABIO,23,2026-01-12,MGB Dermatology Network - Beacon Hill,1 Charles St S,Ste 300,Boston,MA,02116
RX00174,1000000020,"Priya E. Taylor, MD",ECZEMABIO,10,2026-01-19,MGB Dermatology Network - Beacon Hill,1 Charles St S,Ste 300,Boston,MA,02116
RX00175,1000000020,"Priya E. Taylor, MD",ECZEMABIO,9,2026-01-26,MGB Dermatology Network - Beacon Hill,1 Charles St S,Ste 300,Boston,MA,02116
RX00176,1000000020,"Priya E. Taylor, MD",ECZEMABIO,12,2026-02-02,MGB Dermatology Network - Beacon Hill,1 Charles St S,Ste 300,Boston,MA,02116
RX00177,1000000020,"Priya E. Taylor, MD",ECZEMABIO,12,2026-02-09,MGB Dermatology Network - Beacon Hill,1 Charles St S,Ste 300,Boston,MA,02116
RX00178,1000000020,"Priya E. Taylor, MD",ECZEMABIO,17,2026-02-16,MGB Dermatology Network - Beacon Hill,1 Charles St S,Ste 300,Boston,MA,02116
RX00179,1000000020,"Priya E. Taylor, MD",ECZEMABIO,10,2026-02-23,MGB Dermatology Network - Beacon Hill,1 Charles St S,Ste 300,Boston,MA,02116
RX00180,1000000020,"Priya E. Taylor, MD",ECZEMABIO,15,2026-03-02,MGB Dermatology Network - Beacon Hill,1 Charles St S,Ste 300,Boston,MA,02116
RX00181,1000000021,"Leila A. Scott, MD",ECZEMABIO,11,2026-01-05,Dorchester Dermatology,2100 Dorchester Ave,Ste 201,Dorchester,MA,02124
RX00182,1000000021,"Leila A. Scott, MD",ECZEMABIO,25,2026-01-12,Dorchester Dermatology,2100 Dorchester Ave,Ste 201,Dorchester,MA,02124
RX00183,1000000021,"Leila A. Scott, MD",ECZEMABIO,21,2026-01-19,Dorchester Dermatology,2100 Dorchester Ave,Ste 201,Dorchester,MA,02124
RX00184,1000000021,"Leila A. Scott, MD",ECZEMABIO,15,2026-01-26,Dorchester Dermatology,2100 Dorchester Ave,Ste 201,Dorchester,MA,02124
RX00185,1000000021,"Leila A. Scott, MD",ECZEMABIO,24,2026-02-02,Dorchester Dermatology,2100 Dorchester Ave,Ste 201,Dorchester,MA,02124
RX00186,1000000021,"Leila A. Scott, MD",ECZEMABIO,20,2026-02-09,Dorchester Dermatology,2100 Dorchester Ave,Ste 201,Dorchester,MA,02124
RX00187,1000000021,"Leila A. Scott, MD",ECZEMABIO,22,2026-02-16,Dorchester Dermatology,2100 Dorchester Ave,Ste 201,Dorchester,MA,02124
RX00188,1000000021,"Leila A. Scott, MD",ECZEMABIO,22,2026-02-23,Dorchester Dermatology,2100 Dorchester Ave,Ste 201,Dorchester,MA,02124
RX00189,1000000021,"Leila A. Scott, MD",ECZEMABIO,17,2026-03-02,Dorchester Dermatology,2100 Dorchester Ave,Ste 201,Dorchester,MA,02124
RX00190,1000000022,"Evelyn E. Thomas, MD",ECZEMABIO,21,2026-01-05,MGB Dermatology Network - South End,375 Harrison Ave,Ste 2A,Boston,MA,02118
RX00191,1000000022,"Evelyn E. Thomas, MD",ECZEMABIO,17,2026-01-12,MGB Dermatology Network - South End,375 Harrison Ave,Ste 2A,Boston,MA,02118
RX00192,1000000022,"Evelyn E. Thomas, MD",ECZEMABIO,9,2026-01-19,MGB Dermatology Network - South End,375 Harrison Ave,Ste 2A,Boston,MA,02118
RX00193,1000000022,"Evelyn E. Thomas, MD",ECZEMABIO,11,2026-01-26,MGB Dermatology Network - South End,375 Harrison Ave,Ste 2A,Boston,MA,02118
RX00194,1000000022,"Evelyn E. Thomas, MD",ECZEMABIO,14,2026-02-02,MGB Dermatology Network - South End,375 Harrison Ave,Ste 2A,Boston,MA,02118
RX00195,1000000022,"Evelyn E. Thomas, MD",ECZEMABIO,14,2026-02-09,MGB Dermatology Network - South End,375 Harrison Ave,Ste 2A,Boston,MA,02118
RX00196,1000000022,"Evelyn E. Thomas, MD",ECZEMABIO,16,2026-02-16,MGB Dermatology Network - South End,375 Harrison Ave,Ste 2A,Boston,MA,02118
RX00197,1000000022,"Evelyn E. Thomas, MD",ECZEMABIO,10,2026-02-23,MGB Dermatology Network - South End,375 Harrison Ave,Ste 2A,Boston,MA,02118
RX00198,1000000022,"Evelyn E. Thomas, MD",ECZEMABIO,13,2026-03-02,MGB Dermatology Network - South End,375 Harrison Ave,Ste 2A,Boston,MA,02118
RX00199,1000000023,"Ethan E. Jackson, MD",ECZEMABIO,6,2026-01-05,Fenway Dermatology Associates,401 Park Dr,Suite 2,Boston,MA,02215
RX00200,1000000023,"Ethan E. Jackson, MD",ECZEMABIO,5,2026-01-12,Fenway Dermatology Associates,401 Park Dr,Suite 2,Boston,MA,02215
RX00201,1000000023,"Ethan E. Jackson, MD",ECZEMABIO,11,2026-01-19,Fenway Dermatology Associates,401 Park Dr,Suite 2,Boston,MA,02215
RX00202,1000000023,"Ethan E. Jackson, MD",ECZEMABIO,4,2026-01-26,Fenway Dermatology Associates,401 Park Dr,Suite 2,Boston,MA,02215
RX00203,1000000023,"Ethan E. Jackson, MD",ECZEMABIO,5,2026-02-02,Fenway Dermatology Associates,401 Park Dr,Suite 2,Boston,MA,02215
RX00204,1000000023,"Ethan E. Jackson, MD",ECZEMABIO,3,2026-02-09,Fenway Dermatology Associates,401 Park Dr,Suite 2,Boston,MA,02215
RX00205,1000000023,"Ethan E. Jackson, MD",ECZEMABIO,9,2026-02-16,Fenway Dermatology Associates,401 Park Dr,Suite 2,Boston,MA,02215
RX00206,1000000023,"Ethan E. Jackson, MD",ECZEMABIO,10,2026-02-23,Fenway Dermatology Associates,401 Park Dr,Suite 2,Boston,MA,02215
RX00207,1000000023,"Ethan E. Jackson, MD",ECZEMABIO,12,2026-03-02,Fenway Dermatology Associates,401 Park Dr,Suite 2,Boston,MA,02215
RX00208,1000000024,"Elena C. Roberts, MD",ECZEMABIO,3,2026-01-05,MGB Dermatology Network - Back Bay,800 Boylston St,Ste 1600,Boston,MA,02199
RX00209,1000000024,"Elena C. Roberts, MD",ECZEMABIO,2,2026-01-12,MGB Dermatology Network - Back Bay,800 Boylston St,Ste 1600,Boston,MA,02199
RX00210,1000000024,"Elena C. Roberts, MD",ECZEMABIO,0,2026-01-19,MGB Dermatology Network - Back Bay,800 Boylston St,Ste 1600,Boston,MA,02199
RX00211,1000000024,"Elena C. Roberts, MD",ECZEMABIO,1,2026-01-26,MGB Dermatology Network - Back Bay,800 Boylston St,Ste 1600,Boston,MA,02199
RX00212,1000000024,"Elena C. Roberts, MD",ECZEMABIO,2,2026-02-02,MGB Dermatology Network - Back Bay,800 Boylston St,Ste 1600,Boston,MA,02199
RX00213,1000000024,"Elena C. Roberts, MD",ECZEMABIO,5,2026-02-09,MGB Dermatology Network - Back Bay,800 Boylston St,Ste 1600,Boston,MA,02199
RX00214,1000000024,"Elena C. Roberts, MD",ECZEMABIO,2,2026-02-16,MGB Dermatology Network - Back Bay,800 Boylston St,Ste 1600,Boston,MA,02199
RX00215,1000000024,"Elena C. Roberts, MD",ECZEMABIO,5,2026-02-23,MGB Dermatology Network - Back Bay,800 Boylston St,Ste 1600,Boston,MA,02199
RX00216,1000000024,"Elena C. Roberts, MD",ECZEMABIO,6,2026-03-02,MGB Dermatology Network - Back Bay,800 Boylston St,Ste 1600,Boston,MA,02199
RX00217,1000000025,"James D. Brown, MD",ECZEMABIO,10,2026-01-05,MGB Dermatology Network - Beacon Hill,1 Charles St S,Ste 300,Boston,MA,02116
RX00218,1000000025,"James D. Brown, MD",ECZEMABIO,4,2026-01-12,MGB Dermatology Network - Beacon Hill,1 Charles St S,Ste 300,Boston,MA,02116
RX00219,1000000025,"James D. Brown, MD",ECZEMABIO,6,2026-01-19,MGB Dermatology Network - Beacon Hill,1 Charles St S,Ste 300,Boston,MA,02116
RX00220,1000000025,"James D. Brown, MD",ECZEMABIO,7,2026-01-26,MGB Dermatology Network - Beacon Hill,1 Charles St S,Ste 300,Boston,MA,02116
RX00221,1000000025,"James D. Brown, MD",ECZEMABIO,12,2026-02-02,MGB Dermatology Network - Beacon Hill,1 Charles St S,Ste 300,Boston,MA,02116
RX00222,1000000025,"James D. Brown, MD",ECZEMABIO,6,2026-02-09,MGB Dermatology Network - Beacon Hill,1 Charles St S,Ste 300,Boston,MA,02116
RX00223,1000000025,"James D. Brown, MD",ECZEMABIO,9,2026-02-16,MGB Dermatology Network - Beacon Hill,1 Charles St S,Ste 300,Boston,MA,02116
RX00224,1000000025,"James D. Brown, MD",ECZEMABIO,4,2026-02-23,MGB Dermatology Network - Beacon Hill,1 Charles St S,Ste 300,Boston,MA,02116
RX00225,1000000025,"James D. Brown, MD",ECZEMABIO,11,2026-03-02,MGB Dermatology Network - Beacon Hill,1 Charles St S,Ste 300,Boston,MA,02116
RX00226,1000000026,"Amelia Nguyen, MD",ECZEMABIO,15,2026-01-05,Somerville Dermatology,40 Holland St,Ste 220,Somerville,MA,02144
RX00227,1000000026,"Amelia Nguyen, MD",ECZEMABIO,12,2026-01-12,Somerville Dermatology,40 Holland St,Ste 220,Somerville,MA,02144
RX00228,1000000026,"Amelia Nguyen, MD",ECZEMABIO,16,2026-01-19,Somerville Dermatology,40 Holland St,Ste 220,Somerville,MA,02144
RX00229,1000000026,"Amelia Nguyen, MD",ECZEMABIO,12,2026-01-26,Somerville Dermatology,40 Holland St,Ste 220,Somerville,MA,02144
RX00230,1000000026,"Amelia Nguyen, MD",ECZEMABIO,10,2026-02-02,Somerville Dermatology,40 Holland St,Ste 220,Somerville,MA,02144
RX00231,1000000026,"Amelia Nguyen, MD",ECZEMABIO,9,2026-02-09,Somerville Dermatology,40 Holland St,Ste 220,Somerville,MA,02144
RX00232,1000000026,"Amelia Nguyen, MD",ECZEMABIO,13,2026-02-16,Somerville Dermatology,40 Holland St,Ste 220,Somerville,MA,02144
RX00233,1000000026,"Amelia Nguyen, MD",ECZEMABIO,17,2026-02-23,Somerville Dermatology,40 Holland St,Ste 220,Somerville,MA,02144
RX00234,1000000026,"Amelia Nguyen, MD",ECZEMABIO,17,2026-03-02,Somerville Dermatology,40 Holland St,Ste 220,Somerville,MA,02144
RX00235,1000000027,"Liam D. King, MD",ECZEMABIO,22,2026-01-05,Cambridge Dermatology Center,1101 Cambridge St,Ste 200,Cambridge,MA,02141
RX00236,1000000027,"Liam D. King, MD",ECZEMABIO,11,2026-01-12,Cambridge Dermatology Center,1101 Cambridge St,Ste 200,Cambridge,MA,02141
RX00237,1000000027,"Liam D. King, MD",ECZEMABIO,22,2026-01-19,Cambridge Dermatology Center,1101 Cambridge St,Ste 200,Cambridge,MA,02141
RX00238,1000000027,"Liam D. King, MD",ECZEMABIO,17,2026-01-26,Cambridge Dermatology Center,1101 Cambridge St,Ste 200,Cambridge,MA,02141
RX00239,1000000027,"Liam D. King, MD",ECZEMABIO,20,2026-02-02,Cambridge Dermatology Center,1101 Cambridge St,Ste 200,Cambridge,MA,02141
RX00240,1000000027,"Liam D. King, MD",ECZEMABIO,16,2026-02-09,Cambridge Dermatology Center,1101 Cambridge St,Ste 200,Cambridge,MA,02141
RX00241,1000000027,"Liam D. King, MD",ECZEMABIO,24,2026-02-16,Cambridge Dermatology Center,1101 Cambridge St,Ste 200,Cambridge,MA,02141
RX00242,1000000027,"Liam D. King, MD",ECZEMABIO,25,2026-02-23,Cambridge Dermatology Center,1101 Cambridge St,Ste 200,Cambridge,MA,02141
RX00243,1000000027,"Liam D. King, MD",ECZEMABIO,23,2026-03-02,Cambridge Dermatology Center,1101 Cambridge St,Ste 200,Cambridge,MA,02141
RX00244,1000000028,"Sara D. Walker, MD",ECZEMABIO,10,2026-01-05,Beacon Hill Dermatology,1 Charles St S,Suite 300,Boston,MA,02116
RX00245,1000000028,"Sara D. Walker, MD",ECZEMABIO,4,2026-01-12,Beacon Hill Dermatology,1 Charles St S,Suite 300,Boston,MA,02116
RX00246,1000000028,"Sara D. Walker, MD",ECZEMABIO,12,2026-01-19,Beacon Hill Dermatology,1 Charles St S,Suite 300,Boston,MA,02116
RX00247,1000000028,"Sara D. Walker, MD",ECZEMABIO,3,2026-01-26,Beacon Hill Dermatology,1 Charles St S,Suite 300,Boston,MA,02116
RX00248,1000000028,"Sara D. Walker, MD",ECZEMABIO,9,2026-02-02,Beacon Hill Dermatology,1 Charles St S,Suite 300,Boston,MA,02116
RX00249,1000000028,"Sara D. Walker, MD",ECZEMABIO,8,2026-02-09,Beacon Hill Dermatology,1 Charles St S,Suite 300,Boston,MA,02116
RX00250,1000000028,"Sara D. Walker, MD",ECZEMABIO,12,2026-02-16,Beacon Hill Dermatology,1 Charles St S,Suite 300,Boston,MA,02116
RX00251,1000000028,"Sara D. Walker, MD",ECZEMABIO,7,2026-02-23,Beacon Hill Dermatology,1 Charles St S,Suite 300,Boston,MA,02116
RX00252,1000000028,"Sara D. Walker, MD",ECZEMABIO,3,2026-03-02,Beacon Hill Dermatology,1 Charles St S,Suite 300,Boston,MA,02116
RX00253,1000000029,"Joseph D. Jackson, MD",ECZEMABIO,12,2026-01-05,Beth Israel Deaconess Medical Center,330 Brookline Ave,,Boston,MA,02215
RX00254,1000000029,"Joseph D. Jackson, MD",ECZEMABIO,3,2026-01-12,Beth Israel Deaconess Medical Center,330 Brookline Ave,,Boston,MA,02215
RX00255,1000000029,"Joseph D. Jackson, MD",ECZEMABIO,7,2026-01-19,Downtown Crossing Dermatology,1 Washington St,Ste 620,Boston,MA,02108
RX00256,1000000029,"Joseph D. Jackson, MD",ECZEMABIO,5,2026-01-26,Beth Israel Deaconess Medical Center,330 Brookline Ave,,Boston,MA,02215
RX00257,1000000029,"Joseph D. Jackson, MD",ECZEMABIO,10,2026-02-02,Beth Israel Deaconess Medical Center,330 Brookline Ave,,Boston,MA,02215
RX00258,1000000029,"Joseph D. Jackson, MD",ECZEMABIO,5,2026-02-09,Downtown Crossing Dermatology,1 Washington St,Ste 620,Boston,MA,02108
RX00259,1000000029,"Joseph D. Jackson, MD",ECZEMABIO,9,2026-02-16,Downtown Crossing Dermatology,1 Washington St,Ste 620,Boston,MA,02108
RX00260,1000000029,"Joseph D. Jackson, MD",ECZEMABIO,10,2026-02-23,Beth Israel Deaconess Medical Center,330 Brookline Ave,,Boston,MA,02215
RX00261,1000000029,"Joseph D. Jackson, MD",ECZEMABIO,10,2026-03-02,Downtown Crossing Dermatology,1 Washington St,Ste 620,Boston,MA,02108
RX00262,1000000030,"Harper B. Carter, MD",ECZEMABIO,8,2026-01-05,Back Bay Dermatology,800 Boylston St,Suite 1600,Boston,MA,02199
RX00263,1000000030,"Harper B. Carter, MD",ECZEMABIO,9,2026-01-12,Back Bay Dermatology,800 Boylston St,Suite 1600,Boston,MA,02199
RX00264,1000000030,"Harper B. Carter, MD",ECZEMABIO,8,2026-01-19,Back Bay Dermatology,800 Boylston St,Suite 1600,Boston,MA,02199
RX00265,1000000030,"Harper B. Carter, MD",ECZEMABIO,8,2026-01-26,Back Bay Dermatology,800 Boylston St,Suite 1600,Boston,MA,02199
RX00266,1000000030,"Harper B. Carter, MD",ECZEMABIO,4,2026-02-02,Back Bay Dermatology,800 Boylston St,Suite 1600,Boston,MA,02199
RX00267,1000000030,"Harper B. Carter, MD",ECZEMABIO,5,2026-02-09,Back Bay Dermatology,800 Boylston St,Suite 1600,Boston,MA,02199
RX00268,1000000030,"Harper B. Carter, MD",ECZEMABIO,8,2026-02-16,Back Bay Dermatology,800 Boylston St,Suite 1600,Boston,MA,02199
RX00269,1000000030,"Harper B. Carter, MD",ECZEMABIO,9,2026-02-23,Back Bay Dermatology,800 Boylston St,Suite 1600,Boston,MA,02199
RX00270,1000000030,"Harper B. Carter, MD",ECZEMABIO,10,2026-03-02,Back Bay Dermatology,800 Boylston St,Suite 1600,Boston,MA,02199
RX00271,1000000031,"Harper C. Harris, MD",ECZEMABIO,7,2026-01-05,Newton Dermatology,2000 Washington St,Ste 400,Newton,MA,02462
RX00272,1000000031,"Harper C. Harris, MD",ECZEMABIO,9,2026-01-12,Newton Dermatology,2000 Washington St,Ste 400,Newton,MA,02462
RX00273,1000000031,"Harper C. Harris, MD",ECZEMABIO,11,2026-01-19,Newton Dermatology,2000 Washington St,Ste 400,Newton,MA,02462
RX00274,1000000031,"Harper C. Harris, MD",ECZEMABIO,3,2026-01-26,Newton Dermatology,2000 Washington St,Ste 400,Newton,MA,02462
RX00275,1000000031,"Harper C. Harris, MD",ECZEMABIO,10,2026-02-02,Newton Dermatology,2000 Washington St,Ste 400,Newton,MA,02462
RX00276,1000000031,"Harper C. Harris, MD",ECZEMABIO,4,2026-02-09,Newton Dermatology,2000 Washington St,Ste 400,Newton,MA,02462
RX00277,1000000031,"Harper C. Harris, MD",ECZEMABIO,8,2026-02-16,Newton Dermatology,2000 Washington St,Ste 400,Newton,MA,02462
RX00278,1000000031,"Harper C. Harris, MD",ECZEMABIO,7,2026-02-23,Newton Dermatology,2000 Washington St,Ste 400,Newton,MA,02462
RX00279,1000000031,"Harper C. Harris, MD",ECZEMABIO,8,2026-03-02,Newton Dermatology,2000 Washington St,Ste 400,Newton,MA,02462
RX00280,1000000032,"Grace E. Patel, MD",ECZEMABIO,9,2026-01-05,Beth Israel Deaconess Medical Center,330 Brookline Ave,,Boston,MA,02215
RX00281,1000000032,"Grace E. Patel, MD",ECZEMABIO,3,2026-01-12,Dorchester Dermatology,2100 Dorchester Ave,Ste 201,Dorchester,MA,02124
RX00282,1000000032,"Grace E. Patel, MD",ECZEMABIO,11,2026-01-19,Beth Israel Deaconess Medical Center,330 Brookline Ave,,Boston,MA,02215
RX00283,1000000032,"Grace E. Patel, MD",ECZEMABIO,3,2026-01-26,Beth Israel Deaconess Medical Center,330 Brookline Ave,,Boston,MA,02215
RX00284,1000000032,"Grace E. Patel, MD",ECZEMABIO,8,2026-02-02,Beth Israel Deaconess Medical Center,330 Brookline Ave,,Boston,MA,02215
RX00285,1000000032,"Grace E. Patel, MD",ECZEMABIO,10,2026-02-09,Beth Israel Deaconess Medical Center,330 Brookline Ave,,Boston,MA,02215
RX00286,1000000032,"Grace E. Patel, MD",ECZEMABIO,3,2026-02-16,Beth Israel Deaconess Medical Center,330 Brookline Ave,,Boston,MA,02215
RX00287,1000000032,"Grace E. Patel, MD",ECZEMABIO,11,2026-02-23,Beth Israel Deaconess Medical Center,330 Brookline Ave,,Boston,MA,02215
RX00288,1000000032,"Grace E. Patel, MD",ECZEMABIO,7,2026-03-02,Beth Israel Deaconess Medical Center,330 Brookline Ave,,Boston,MA,02215
RX00289,1000000033,"Noah Adams, MD",ECZEMABIO,3,2026-01-05,Jamaica Plain Dermatology,55 Jamaica St,Ste 210,Jamaica Plain,MA,02130
RX00290,1000000033,"Noah Adams, MD",ECZEMABIO,5,2026-01-12,Jamaica Plain Dermatology,55 Jamaica St,Ste 210,Jamaica Plain,MA,02130
RX00291,1000000033,"Noah Adams, MD",ECZEMABIO,3,2026-01-19,Jamaica Plain Dermatology,55 Jamaica St,Ste 210,Jamaica Plain,MA,02130
RX00292,1000000033,"Noah Adams, MD",ECZEMABIO,0,2026-01-26,Jamaica Plain Dermatology,55 Jamaica St,Ste 210,Jamaica Plain,MA,02130
RX00293,1000000033,"Noah Adams, MD",ECZEMABIO,0,2026-02-02,Jamaica Plain Dermatology,55 Jamaica St,Ste 210,Jamaica Plain,MA,02130
RX00294,1000000033,"Noah Adams, MD",ECZEMABIO,5,2026-02-09,Jamaica Plain Dermatology,55 Jamaica St,Ste 210,Jamaica Plain,MA,02130
RX00295,1000000033,"Noah Adams, MD",ECZEMABIO,4,2026-02-16,Jamaica Plain Dermatology,55 Jamaica St,Ste 210,Jamaica Plain,MA,02130
RX00296,1000000033,"Noah Adams, MD",ECZEMABIO,6,2026-02-23,Jamaica Plain Dermatology,55 Jamaica St,Ste 210,Jamaica Plain,MA,02130
RX00297,1000000033,"Noah Adams, MD",ECZEMABIO,1,2026-03-02,Jamaica Plain Dermatology,55 Jamaica St,Ste 210,Jamaica Plain,MA,02130
RX00298,1000000034,"David A. Turner, MD",ECZEMABIO,5,2026-01-05,MGB Dermatology Network - South End,375 Harrison Ave,Ste 2A,Boston,MA,02118
RX00299,1000000034,"David A. Turner, MD",ECZEMABIO,7,2026-01-12,MGB Dermatology Network - South End,375 Harrison Ave,Ste 2A,Boston,MA,02118
RX00300,1000000034,"David A. Turner, MD",ECZEMABIO,11,2026-01-19,MGB Dermatology Network - South End,375 Harrison Ave,Ste 2A,Boston,MA,02118
RX00301,1000000034,"David A. Turner, MD",ECZEMABIO,3,2026-01-26,MGB Dermatology Network - South End,375 Harrison Ave,Ste 2A,Boston,MA,02118
RX00302,1000000034,"David A. Turner, MD",ECZEMABIO,11,2026-02-02,MGB Dermatology Network - South End,375 Harrison Ave,Ste 2A,Boston,MA,02118
RX00303,1000000034,"David A. Turner, MD",ECZEMABIO,9,2026-02-09,MGB Dermatology Network - South End,375 Harrison Ave,Ste 2A,Boston,MA,02118
RX00304,1000000034,"David A. Turner, MD",ECZEMABIO,4,2026-02-16,MGB Dermatology Network - South End,375 Harrison Ave,Ste 2A,Boston,MA,02118
RX00305,1000000034,"David A. Turner, MD",ECZEMABIO,6,2026-02-23,MGB Dermatology Network - South End,375 Harrison Ave,Ste 2A,Boston,MA,02118
RX00306,1000000034,"David A. Turner, MD",ECZEMABIO,4,2026-03-02,MGB Dermatology Network - South End,375 Harrison Ave,Ste 2A,Boston,MA,02118
RX00307,1000000035,"Abigail A. Robinson, MD",ECZEMABIO,3,2026-01-05,MGB Dermatology Network - South End,375 Harrison Ave,Ste 2A,Boston,MA,02118
RX00308,1000000035,"Abigail A. Robinson, MD",ECZEMABIO,0,2026-01-12,MGB Dermatology Network - South End,375 Harrison Ave,Ste 2A,Boston,MA,02118
RX00309,1000000035,"Abigail A. Robinson, MD",ECZEMABIO,5,2026-01-19,MGB Dermatology Network - South End,375 Harrison Ave,Ste 2A,Boston,MA,02118
RX00310,1000000035,"Abigail A. Robinson, MD",ECZEMABIO,6,2026-01-26,MGB Dermatology Network - South End,375 Harrison Ave,Ste 2A,Boston,MA,02118
RX00311,1000000035,"Abigail A. Robinson, MD",ECZEMABIO,1,2026-02-02,MGB Dermatology Network - South End,375 Harrison Ave,Ste 2A,Boston,MA,02118
RX00312,1000000035,"Abigail A. Robinson, MD",ECZEMABIO,3,2026-02-09,MGB Dermatology Network - South End,375 Harrison Ave,Ste 2A,Boston,MA,02118
RX00313,1000000035,"Abigail A. Robinson, MD",ECZEMABIO,5,2026-02-16,MGB Dermatology Network - South End,375 Harrison Ave,Ste 2A,Boston,MA,02118
RX00314,1000000035,"Abigail A. Robinson, MD",ECZEMABIO,2,2026-02-23,MGB Dermatology Network - South End,375 Harrison Ave,Ste 2A,Boston,MA,02118
RX00315,1000000035,"Abigail A. Robinson, MD",ECZEMABIO,4,2026-03-02,MGB Dermatology Network - South End,375 Harrison Ave,Ste 2A,Boston,MA,02118
RX00316,1000000036,"Joseph D. Patel, MD",ECZEMABIO,3,2026-01-05,Brigham and Women's Hospital,75 Francis St,,Boston,MA,02115
RX00317,1000000036,"Joseph D. Patel, MD",ECZEMABIO,3,2026-01-12,Back Bay Dermatology,800 Boylston St,Suite 1600,Boston,MA,02199
RX00318,1000000036,"Joseph D. Patel, MD",ECZEMABIO,4,2026-01-19,Brigham and Women's Hospital,75 Francis St,,Boston,MA,02115
RX00319,1000000036,"Joseph D. Patel, MD",ECZEMABIO,1,2026-01-26,Brigham and Women's Hospital,75 Francis St,,Boston,MA,02115
RX00320,1000000036,"Joseph D. Patel, MD",ECZEMABIO,4,2026-02-02,Back Bay Dermatology,800 Boylston St,Suite 1600,Boston,MA,02199
RX00321,1000000036,"Joseph D. Patel, MD",ECZEMABIO,1,2026-02-09,Brigham and Women's Hospital,75 Francis St,,Boston,MA,02115
RX00322,1000000036,"Joseph D. Patel, MD",ECZEMABIO,2,2026-02-16,Back Bay Dermatology,800 Boylston St,Suite 1600,Boston,MA,02199
RX00323,1000000036,"Joseph D. Patel, MD",ECZEMABIO,6,2026-02-23,Brigham and Women's Hospital,75 Francis St,,Boston,MA,02115
RX00324,1000000036,"Joseph D. Patel, MD",ECZEMABIO,6,2026-03-02,Brigham and Women's Hospital,75 Francis St,,Boston,MA,02115
RX00325,1000000037,"Mia B. Johnson, MD",ECZEMABIO,11,2026-01-05,MGB Dermatology Network - Fenway Associates,401 Park Dr,Ste 2,Boston,MA,02215
RX00326,1000000037,"Mia B. Johnson, MD",ECZEMABIO,7,2026-01-12,MGB Dermatology Network - Fenway Associates,401 Park Dr,Ste 2,Boston,MA,02215
RX00327,1000000037,"Mia B. Johnson, MD",ECZEMABIO,3,2026-01-19,MGB Dermatology Network - Fenway Associates,401 Park Dr,Ste 2,Boston,MA,02215
RX00328,1000000037,"Mia B. Johnson, MD",ECZEMABIO,7,2026-01-26,MGB Dermatology Network - Fenway Associates,401 Park Dr,Ste 2,Boston,MA,02215
RX00329,1000000037,"Mia B. Johnson, MD",ECZEMABIO,7,2026-02-02,MGB Dermatology Network - Fenway Associates,401 Park Dr,Ste 2,Boston,MA,02215
RX00330,1000000037,"Mia B. Johnson, MD",ECZEMABIO,12,2026-02-09,MGB Dermatology Network - Fenway Associates,401 Park Dr,Ste 2,Boston,MA,02215
RX00331,1000000037,"Mia B. Johnson, MD",ECZEMABIO,12,2026-02-16,MGB Dermatology Network - Fenway Associates,401 Park Dr,Ste 2,Boston,MA,02215
RX00332,1000000037,"Mia B. Johnson, MD",ECZEMABIO,10,2026-02-23,MGB Dermatology Network - Fenway Associates,401 Park Dr,Ste 2,Boston,MA,02215
RX00333,1000000037,"Mia B. Johnson, MD",ECZEMABIO,5,2026-03-02,MGB Dermatology Network - Fenway Associates,401 Park Dr,Ste 2,Boston,MA,02215
RX00334,1000000038,"Alexander Thomas, MD",ECZEMABIO,10,2026-01-05,Chestnut Hill Dermatology,830 Boylston St,Ste 110,Chestnut Hill,MA,02467
RX00335,1000000038,"Alexander Thomas, MD",ECZEMABIO,11,2026-01-12,Chestnut Hill Dermatology,830 Boylston St,Ste 110,Chestnut Hill,MA,02467
RX00336,1000000038,"Alexander Thomas, MD",ECZEMABIO,10,2026-01-19,Chestnut Hill Dermatology,830 Boylston St,Ste 110,Chestnut Hill,MA,02467
RX00337,1000000038,"Alexander Thomas, MD",ECZEMABIO,8,2026-01-26,Chestnut Hill Dermatology,830 Boylston St,Ste 110,Chestnut Hill,MA,02467
RX00338,1000000038,"Alexander Thomas, MD",ECZEMABIO,8,2026-02-02,Chestnut Hill Dermatology,830 Boylston St,Ste 110,Chestnut Hill,MA,02467
RX00339,1000000038,"Alexander Thomas, MD",ECZEMABIO,11,2026-02-09,Chestnut Hill Dermatology,830 Boylston St,Ste 110,Chestnut Hill,MA,02467
RX00340,1000000038,"Alexander Thomas, MD",ECZEMABIO,11,2026-02-16,Chestnut Hill Dermatology,830 Boylston St,Ste 110,Chestnut Hill,MA,02467
RX00341,1000000038,"Alexander Thomas, MD",ECZEMABIO,9,2026-02-23,Chestnut Hill Dermatology,830 Boylston St,Ste 110,Chestnut Hill,MA,02467
RX00342,1000000038,"Alexander Thomas, MD",ECZEMABIO,10,2026-03-02,Chestnut Hill Dermatology,830 Boylston St,Ste 110,Chestnut Hill,MA,02467
RX00343,1000000039,"Matthew Garcia, MD",ECZEMABIO,8,2026-01-05,MGB Dermatology Network - Beacon Hill,1 Charles St S,Ste 300,Boston,MA,02116
